track_name; album_name; release_date; album_uri; artists; artist_uri; duration_ms; popularity; track_number; track_uri; danceability; energy; key; mode; loudness; speechiness; acousticness; instrumentalness; liveness; valence; tempo; time_signature
Disco Yes; Geography; 2018-04-06; spotify:album:28enuddLPEA914scE6Drvk; Tom Misch; spotify:artist:1uiEZYehlNivdK3iQyAbye; 280878; 64; 8; spotify:track:61Ivix5DTnDPVjp1dgLyov; 0.927; 0.551; 9; 0; -6.624; 0.0921; 0.42; 0.0346; 0.298; 0.665; 123.042; 4
Rumour Has It; 21; 2011-01-19; spotify:album:1azUkThwd2HfUDdeNeT147; Adele; spotify:artist:4dpARuHxo51G3z768sgnrY; 221426; 65; 2; spotify:track:76N7FdzCI9OsiUnzJVLY2m; 0.618; 0.753; 7; 0; -5.05; 0.0451; 0.637; 0; 0.0905; 0.557; 120.041; 4
Human; Human (Deluxe); 2017-02-10; spotify:album:1rMmiDKa8V5H9yYTPAbLng; Rag'n'Bone Man; spotify:artist:4f9iBmdUOhQWeP7dcAn1pf; 200186; 77; 1; spotify:track:58zsLZPvfflaiIbNWoA22O; 0.602; 0.707; 11; 1; -4.097; 0.302; 0.393; 0; 0.165; 0.554; 75.09; 4
Ocean Eyes - Astronomyy Remix; Ocean Eyes (The Remixes); 2017-01-13; spotify:album:44OSkEmvHwdTFhPBCewIks; Billie Eilish; spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH; 296266; 68; 1; spotify:track:6NOq79ynBpBi6BSJMdgReN; 0.594; 0.481; 4; 0; -8.525; 0.0353; 0.629; 0.0126; 0.0939; 0.0671; 144.941; 4
Wolves; Human (Deluxe); 2017-02-10; spotify:album:1rMmiDKa8V5H9yYTPAbLng; Rag'n'Bone Man; spotify:artist:4f9iBmdUOhQWeP7dcAn1pf; 175653; 47; 18; spotify:track:2oLo4vGUIP3eJ9T001keTu; 0.787; 0.781; 2; 1; -4.957; 0.102; 0.11; 7.08e-06; 0.213; 0.409; 103.993; 4
Come Back To Me - filous Remix; Come Back To Me (Remixes); 2015-04-24; spotify:album:5pttaUGeQoeF9g5o67quA8; Urban Cone; spotify:artist:3WOOglGBDGvr6c2WBeMAWn; 171789; 41; 2; spotify:track:4RmumtmE5GX6obTXdNtcuY; 0.493; 0.711; 6; 0; -6.823; 0.0484; 0.484; 0.0177; 0.134; 0.39; 95.024; 4
Old School; 10-18; 2018-10-19; spotify:album:04AEJ2LgvsgEIVWcnu6enG; Urban Cone; spotify:artist:3WOOglGBDGvr6c2WBeMAWn; 183987; 49; 2; spotify:track:6s2KvPc76EAkOuCg9fPixm; 0.657; 0.734; 1; 0; -5.652; 0.0628; 0.018; 0.0342; 0.256; 0.247; 95.023; 4
Pumping Up Clouds; 10-18; 2018-10-19; spotify:album:04AEJ2LgvsgEIVWcnu6enG; Urban Cone; spotify:artist:3WOOglGBDGvr6c2WBeMAWn; 176179; 40; 5; spotify:track:6E3C7PWw6LkOFFu6804JE8; 0.788; 0.79; 7; 1; -3.8; 0.0403; 0.0213; 6.78e-05; 0.212; 0.842; 135.043; 4
everything matters (when it comes to you); album1; 2018-09-21; spotify:album:5WTVNRpIbbVtiN4sjfGrCC; San Holo; spotify:artist:0jNDKefhfSbLR9sFvcPLHo; 336445; 31; 1; spotify:track:0yPwLZowcF91ZkTBsyW7Fx; 0.528; 0.685; 5; 1; -6.087; 0.0444; 0.24; 1.78e-05; 0.165; 0.167; 128.083; 4
self-love; The Trip EP; 2017-12-26; spotify:album:647Fq4w3G1lqfi210TCblk; San Holo; spotify:artist:0jNDKefhfSbLR9sFvcPLHo; 143774; 49; 3; spotify:track:63PjUXm7NNcqm5OCyRMbr5; 0.547; 0.566; 9; 1; -6.08; 0.0339; 0.0128; 0.802; 0.106; 0.228; 97.532; 4
brighter days; album1; 2018-09-21; spotify:album:5WTVNRpIbbVtiN4sjfGrCC; San Holo; spotify:artist:0jNDKefhfSbLR9sFvcPLHo; 236718; 29; 4; spotify:track:17YVZYr95k0Ewz7AzJBODx; 0.603; 0.533; 0; 1; -6.742; 0.0832; 0.4; 0; 0.124; 0.282; 128.037; 4
It Runs Through Me; Geography; 2018-04-06; spotify:album:28enuddLPEA914scE6Drvk; Tom Misch; spotify:artist:1uiEZYehlNivdK3iQyAbye; 261881; 68; 6; spotify:track:02CygBCQOIyEuhNZqHHcNx; 0.802; 0.607; 11; 0; -11.028; 0.289; 0.205; 0.000748; 0.246; 0.274; 96.916; 4
Coastline; Wanderlust; 2017-02-03; spotify:album:3U46TtL4xmHrr1RaCw8C0M; Hollow Coves; spotify:artist:7IAFAOtc9kTYNTizhLSWM6; 233973; 67; 1; spotify:track:2KCqAdd2ad0hpJc5ySoTE8; 0.67; 0.496; 2; 1; -11.23; 0.0277; 0.627; 0.00325; 0.0584; 0.427; 100.17; 4
Bloom; Bloom; 2016-07-24; spotify:album:5QA65JeRGsNP2hegzNiA6J; Kaizen; spotify:artist:3C9ZYQMURYOJ0oFgZM7mJu; 331245; 27; 1; spotify:track:5W4u0GhcdnMr5r4z93wAAr; 0.57; 0.684; 11; 1; -7.401; 0.0406; 0.168; 0.117; 0.17; 0.0662; 155.948; 4
Finally Moving; Taking up Your Precious Time; 2006-10-23; spotify:album:5E5U9ckjlBvJ3qkNAAqESY; Pretty Lights; spotify:artist:4iVhFmG8YCCEHANGeUUS9q; 277975; 61; 4; spotify:track:3WS7spXVlbeC5kjePmHMQW; 0.735; 0.555; 1; 0; -8.84; 0.0366; 0.382; 0.856; 0.0952; 0.523; 100.01; 4
Slide (feat. Frank Ocean & Migos); Funk Wav Bounces Vol.1; 2017-06-30; spotify:album:2HaqChIDc5go3qxVunBDK0; Calvin Harris; spotify:artist:7CajNmpbOovFoOoasH2HaY; 230813; 69; 1; spotify:track:7tr2za8SQg2CI8EDgrdtNl; 0.736; 0.795; 1; 0; -3.299; 0.0545; 0.498; 1.21e-06; 0.254; 0.511; 104.066; 4
White Lies (feat. Jenni Potts); In Return; 2014-09-08; spotify:album:5SXT6dwhHX56Sos7KMcMF5; ODESZA; spotify:artist:21mKp7DqtSNHhCAU2ugvUw; 277333; 50; 6; spotify:track:01YmDEvbiVb5q5eCGNlB6U; 0.596; 0.539; 2; 1; -9.318; 0.0472; 0.0419; 0.0317; 0.0783; 0.117; 89.966; 4
Ink; Ghost Stories; 2014-05-19; spotify:album:2G4AUqfwxcV1UdQjm2ouYr; Coldplay; spotify:artist:4gzpq5DPGxSnKTe4SA8HAU; 228373; 61; 3; spotify:track:6c6W25YoDGjTq3qSPOga5t; 0.688; 0.706; 6; 1; -7.31; 0.0324; 0.0661; 0.125; 0.118; 0.689; 112.019; 4
Fade Out; Electric Light; 2018-05-18; spotify:album:08cprzGPjtLDvKMwtQh93R; James Bay; spotify:artist:4EzkuveR9pLvDVFNx6foYD; 232906; 47; 13; spotify:track:5A17N2UtvOx50EqZWWvGGL; 0.676; 0.502; 9; 1; -6.106; 0.0611; 0.225; 0.000176; 0.158; 0.705; 86.989; 4
Barcelona; Wanted on Voyage; 2015-01-20; spotify:album:7L4ZwpSwKQCerDQv9C4O1M; George Ezra; spotify:artist:2ysnwxxNtSgbb9t1m2Ur4j; 188960; 57; 4; spotify:track:58Qol5xzalwqF912GE9vQv; 0.629; 0.572; 5; 1; -9.332; 0.0307; 0.32; 0.000853; 0.109; 0.182; 93.997; 4
Blame It on Me; Wanted on Voyage; 2015-01-20; spotify:album:7L4ZwpSwKQCerDQv9C4O1M; George Ezra; spotify:artist:2ysnwxxNtSgbb9t1m2Ur4j; 196400; 55; 1; spotify:track:2prdNAY0rlnRSEer2WDBMs; 0.539; 0.756; 3; 1; -3.374; 0.0274; 0.47; 0; 0.341; 0.422; 103.872; 4
Pluto Projector; Pluto Projector; 2019-10-17; spotify:album:3n4DlItnFse4pNj8jddEXf; Rex Orange County; spotify:artist:7pbDxGE6nQSZVfiFdq9lOL; 267520; 55; 1; spotify:track:64BjH0cofoZQLz7STwGqyw; 0.551; 0.219; 5; 1; -11.196; 0.0285; 0.707; 0.000691; 0.118; 0.191; 80.978; 4
Little Taste of Heaven; Roman Candles; 2015-05-15; spotify:album:033YgqNN5wbXNH2P1aeddY; Leach; spotify:artist:4stOnS5u8dF0yGDimfH02w; 236230; 48; 3; spotify:track:2nNrKyHU5JnQ8YkrmH0UgG; 0.464; 0.613; 10; 0; -9.82; 0.31; 0.295; 0.447; 0.0585; 0.277; 79.975; 4
Don't Need U; Rest in Paradise; 2017-02-17; spotify:album:2JhwfAlE0cF7qprKutGfF8; Astronomyy; spotify:artist:3EpmmPtV7DduqNmeqaADIm; 335000; 37; 3; spotify:track:5eU8JXd8hFpxs2MvBoL8cB; 0.732; 0.524; 2; 0; -7.538; 0.0692; 0.205; 0.00335; 0.0775; 0.176; 154.302; 4
Orphans; Orphans / Arabesque; 2019-10-24; spotify:album:1SnoyXTgl1jmhfmPwpKDCI; Coldplay; spotify:artist:4gzpq5DPGxSnKTe4SA8HAU; 197533; 61; 1; spotify:track:6YQlCOZnlFmqeciAh58fDE; 0.503; 0.808; 11; 0; -5.051; 0.045; 0.0254; 0.00162; 0.557; 0.283; 107.975; 4
Arabesque; Orphans / Arabesque; 2019-10-24; spotify:album:1SnoyXTgl1jmhfmPwpKDCI; Coldplay; spotify:artist:4gzpq5DPGxSnKTe4SA8HAU; 340280; 47; 2; spotify:track:2Z1HknKRrvUv5cheidF8Ag; 0.4; 0.835; 7; 1; -7.728; 0.0549; 0.000117; 0.846; 0.373; 0.167; 172.007; 4
Hymn for the Weekend; A Head Full of Dreams; 2015-12-04; spotify:album:3cfAM8b8KqJRoIzt3zLKqw; Coldplay; spotify:artist:4gzpq5DPGxSnKTe4SA8HAU; 258826; 77; 3; spotify:track:3RiPr603aXAoi4GHyXx0uy; 0.49; 0.743; 0; 0; -5.155; 0.0409; 0.255; 7.21e-06; 0.3; 0.363; 89.974; 4
Adventure of a Lifetime; A Head Full of Dreams; 2015-12-04; spotify:album:3cfAM8b8KqJRoIzt3zLKqw; Coldplay; spotify:artist:4gzpq5DPGxSnKTe4SA8HAU; 263786; 74; 5; spotify:track:69uxyAqqPIsUyTO8txoP2M; 0.638; 0.924; 7; 1; -3.887; 0.0359; 0.00205; 0.000173; 0.149; 0.529; 111.995; 4
Midnight; Ghost Stories; 2014-05-19; spotify:album:2G4AUqfwxcV1UdQjm2ouYr; Coldplay; spotify:artist:4gzpq5DPGxSnKTe4SA8HAU; 294666; 63; 5; spotify:track:4GKk1uNzpxIptBuaY97Dkj; 0.548; 0.475; 1; 1; -12.42; 0.0355; 0.615; 0.808; 0.0944; 0.0349; 126.976; 4
Midnight City; Hurry Up, We're Dreaming; 2011; spotify:album:6R0ynY7RF20ofs9GJR5TXR; M83; spotify:artist:63MQldklfxkjYDoUE4Tppz; 241440; 73; 2; spotify:track:1eyzqe2QqGZUmfcPZtrIyt; 0.526; 0.712; 11; 0; -6.525; 0.0356; 0.0161; 0; 0.179; 0.32; 105.009; 4
Everybody Wants To Be Famous - Polo & Pan Remix; Everybody Wants To Be Famous (Polo & Pan Remix); 2019-06-06; spotify:album:6RFpQdMjABuf2BYLg52fhA; Superorganism; spotify:artist:0Wkm45quqfx3NepJpXDvwE; 245549; 40; 1; spotify:track:503vdoSokVEcTKqmDTNjco; 0.692; 0.841; 5; 1; -6.331; 0.0729; 0.466; 0.0346; 0.0842; 0.522; 97.029; 4
Something For Your M.I.N.D.; Superorganism; 2018-03-02; spotify:album:15TFB6uLZlb3gnCysRrLix; Superorganism; spotify:artist:0Wkm45quqfx3NepJpXDvwE; 165391; 64; 6; spotify:track:4rCKRVJZKVysScn2piDuOT; 0.698; 0.542; 2; 1; -4.317; 0.131; 0.132; 0.00117; 0.199; 0.664; 140.096; 4
Magic In The Hamptons (feat. Lil Yachty); Magic In The Hamptons (feat. Lil Yachty); 2018-06-08; spotify:album:3p81zUBFZ3zdzxceXKeVSK; Social House; spotify:artist:5UjifI1TYefXWn9GdqDOHl; 164640; 82; 1; spotify:track:2Yer0p7uB2lVBUAtANuuQp; 0.769; 0.479; 1; 1; -5.339; 0.0385; 0.66; 0; 0.0914; 0.803; 96.051; 4
Do You Realize??; Yoshimi Battles the Pink Robots; 2002-05-13; spotify:album:49LA20VMk65fQyEaIzYdvf; The Flaming Lips; spotify:artist:16eRpMNXSQ15wuJoeqguaB; 213173; 62; 9; spotify:track:2DFRFqWNahKtFD112H2iEZ; 0.464; 0.797; 0; 1; -5.244; 0.0333; 0.006; 0.000304; 0.392; 0.547; 129.964; 4
Beauty & Essex; Free Nationals; 2019-12-13; spotify:album:53oqFs4q8sfqH6IPiyleEN; Free Nationals; spotify:artist:4596e2d3KmYzAeVenjCxfj; 277046; 62; 2; spotify:track:0cciBj4236w1xByzZvn92D; 0.552; 0.741; 11; 0; -5.419; 0.0542; 0.284; 8.2e-05; 0.334; 0.718; 69.709; 4
Time; Free Nationals; 2019-12-13; spotify:album:53oqFs4q8sfqH6IPiyleEN; Free Nationals; spotify:artist:4596e2d3KmYzAeVenjCxfj; 210385; 61; 8; spotify:track:7klPHv3HnXdUY3dSfTccNc; 0.469; 0.771; 5; 1; -7.071; 0.338; 0.518; 0.000197; 0.0789; 0.298; 88.968; 4
Turnin' Me Up; In My Mind; 2016-02-19; spotify:album:15iSR05cslUeYgf2kuWDhu; BJ The Chicago Kid; spotify:artist:07d5etnpjriczFBB8pxmRe; 269173; 62; 15; spotify:track:5MjAFPcmrR1DYCgZrXCN4d; 0.734; 0.776; 2; 1; -4.193; 0.0826; 0.0406; 0.193; 0.0547; 0.843; 78.542; 4
Who R U?; Oxnard; 2018-11-16; spotify:album:3rqqwtJE89WoWvMyPTvbZc; Anderson .Paak; spotify:artist:3jK9MiCrA42lLAdMGUZpwa; 168520; 52; 4; spotify:track:4kHSIZyIEijaMuZpV8GS1p; 0.834; 0.826; 1; 0; -7.429; 0.157; 0.0429; 0; 0.0932; 0.819; 92.009; 4
I Can't Win; Room On Fire; 2003-10-28; spotify:album:3HFbH1loOUbqCyPsLuHLLh; The Strokes; spotify:artist:0epOFNiUfyON9EYx7Tpr6V; 161100; 50; 11; spotify:track:7eX5SypK35V8Y9d9pS6rWy; 0.473; 0.745; 11; 1; -4.819; 0.0321; 0.00492; 0.634; 0.105; 0.405; 97.449; 4
Room in Here (feat. The Game & Sonyae Elise); Malibu; 2016-01-15; spotify:album:4VFG1DOuTeDMBjBLZT7hCK; Anderson .Paak; spotify:artist:3jK9MiCrA42lLAdMGUZpwa; 239173; 52; 10; spotify:track:6Lr9sGM6kARYVDL2dj0lqV; 0.643; 0.894; 6; 0; -4.765; 0.374; 0.269; 4.73e-06; 0.257; 0.459; 86.985; 4
Sleepyhead; Manners; 2009; spotify:album:6H51jH1SuzV6ca1VxW2Tmv; Passion Pit; spotify:artist:7gjAu1qr5C2grXeQFFOGeh; 174760; 65; 9; spotify:track:4prEPl61C8qZpeo3IkYSMl; 0.568; 0.719; 8; 1; -5.406; 0.0354; 0.0892; 1.84e-06; 0.233; 0.539; 106.036; 4
Take a Walk; Gossamer; 2012-07-23; spotify:album:14JU5SskmcyckE5I8PY6lv; Passion Pit; spotify:artist:7gjAu1qr5C2grXeQFFOGeh; 264493; 70; 1; spotify:track:4Sfa7hdVkqlM8UW5LsSY3F; 0.566; 0.755; 11; 1; -5.526; 0.0368; 0.0338; 0; 0.315; 0.445; 101.006; 4
Price Went Up; Price Went Up; 2019-11-14; spotify:album:7kGZ3OMIXPXZGI0koCZXo7; NNAMDÏ; spotify:artist:6gACF5PEinqx3AzMLjiH90; 126294; 19; 1; spotify:track:7nPgEZfpQBmQFu6y8uRlEr; 0.626; 0.163; 11; 1; -13.949; 0.0573; 0.632; 0.00044; 0.188; 0.432; 134.834; 4
Cold War; Blood Type; 2018-02-21; spotify:album:1xpNb3oOnWsZJYQyomLe4Z; Cautious Clay; spotify:artist:6iWuBN32BqCJAeXW6o3nil; 202597; 69; 6; spotify:track:6DwiGVCgXGREeCyJZtX7S1; 0.654; 0.47; 1; 0; -10.383; 0.0586; 0.274; 0.249; 0.103; 0.462; 77.083; 4
I Killed a Man; Sins; 2017-01-13; spotify:album:0X37RJbodsV1IxB03taFDP; Tedy; spotify:artist:2Iyxo030DdKWKmhhEaS22p; 189911; 24; 2; spotify:track:7gZUHNE6LyHE7473C9iyj9; 0.471; 0.406; 8; 0; -9.75; 0.0415; 0.546; 0.000102; 0.106; 0.204; 74.429; 4
King; Communion (Deluxe); 2015-06-22; spotify:album:09mWpzpUOSjjvK2iNqEIYn; Years & Years; spotify:artist:5vBSrE1xujD2FXYRarbAXc; 215360; 61; 8; spotify:track:5Z3zRrMIJk7CVpfcLsM9wD; 0.56; 0.857; 4; 0; -4.145; 0.0384; 0.0594; 0; 0.381; 0.432; 119.975; 4
Free Lunch; The Sun's Tirade; 2016-09-02; spotify:album:6jjX8mGrsWtrpYpFhGMrg1; Isaiah Rashad; spotify:artist:6aaMZ3fcfLv4tEbmY7bjRM; 192029; 63; 3; spotify:track:5FX89IUKm9QJT9ymrmyK4k; 0.865; 0.472; 11; 0; -7.359; 0.237; 0.223; 5.39e-05; 0.109; 0.843; 130.011; 4
Boredom (feat. Rex Orange County & Anna of the North); Flower Boy; 2017-07-21; spotify:album:2nkto6YNI4rUYTLqEwWJ3o; Tyler, The Creator; spotify:artist:4V8LLVI7PbaPR0K2TGSxFF; 320720; 74; 8; spotify:track:5WNYg3usc6H8N3MBEp4zVk; 0.559; 0.578; 8; 1; -9.54; 0.151; 0.79; 0.000522; 0.324; 0.239; 79.938; 4
Hell N Back; Hell N Back; 2019-08-15; spotify:album:3aEdbaJGWXbBxn79DgjamF; Bakar; spotify:artist:3K2Srho6NCF3o9MswGR76H; 213573; 69; 1; spotify:track:3NRql0A1Ef4RCvT473iqgD; 0.584; 0.684; 10; 0; -4.314; 0.567; 0.312; 9.05e-05; 0.112; 0.72; 210.164; 4
City of Sound; Superdream; 2019-02-01; spotify:album:7LZAgsQQr0cm61SmUdgKlz; Big Wild; spotify:artist:0PxzGnCYBpSuaI49OR94cA; 232000; 54; 1; spotify:track:7c7ClnE57SwbizNe24XTXe; 0.684; 0.482; 7; 1; -5.339; 0.0346; 0.0128; 0.742; 0.17; 0.724; 120.008; 4
Pale Blue Dot; Superdream; 2019-02-01; spotify:album:7LZAgsQQr0cm61SmUdgKlz; Big Wild; spotify:artist:0PxzGnCYBpSuaI49OR94cA; 176000; 53; 6; spotify:track:3XmNMIucTYuXOEpAjcaeVi; 0.685; 0.591; 4; 1; -8.628; 0.0959; 0.00748; 0.844; 0.12; 0.493; 150.016; 4
Purple Sand (My Home); Superdream; 2019-02-01; spotify:album:7LZAgsQQr0cm61SmUdgKlz; Big Wild; spotify:artist:0PxzGnCYBpSuaI49OR94cA; 218940; 52; 9; spotify:track:4knUlOyIeFGKH1ObRzfRcl; 0.754; 0.634; 6; 0; -6.698; 0.0337; 0.425; 0.154; 0.121; 0.592; 111.0; 4
Coffee; Sylvan Esso; 2014-05-13; spotify:album:5Abelpx4c3FzhTOZP3ZIvS; Sylvan Esso; spotify:artist:39vA9YljbnOApXKniLWBZv; 269693; 58; 7; spotify:track:71cUqXJ3h1r0Ees6YdENLU; 0.457; 0.455; 0; 1; -8.112; 0.188; 0.348; 0.00122; 0.142; 0.163; 100.049; 4
Stop Selling Her Drugs (feat. Dominic Fike); Will You Be My Yellow?; 2019-09-20; spotify:album:12nH1R4NqEtaOQ5M7RA63p; Bakar; spotify:artist:3K2Srho6NCF3o9MswGR76H; 173349; 59; 4; spotify:track:4uBQDAzZ881KYZvW7ZInUn; 0.847; 0.275; 5; 1; -6.44; 0.113; 0.607; 0; 0.0737; 0.764; 85.007; 4
Die Young; What Now; 2017-04-28; spotify:album:1BJMCEXQ7JmuVlJ6cYbe3x; Sylvan Esso; spotify:artist:39vA9YljbnOApXKniLWBZv; 210613; 59; 3; spotify:track:1BRwuvjhkgezmv1gcI6lT6; 0.696; 0.544; 8; 1; -6.419; 0.0335; 0.372; 0.00438; 0.104; 0.418; 101.974; 4
Am I Wrong (feat. ScHoolboy Q); Malibu; 2016-01-15; spotify:album:4VFG1DOuTeDMBjBLZT7hCK; Anderson .Paak; spotify:artist:3jK9MiCrA42lLAdMGUZpwa; 253520; 59; 6; spotify:track:1UjyF6okUHhnVxaLV8ojsA; 0.729; 0.799; 11; 0; -7.378; 0.0779; 0.0588; 0.00218; 0.0948; 0.532; 115.04; 4
Bluffin'; Free Spirit; 2019-04-05; spotify:album:6KT8x5oqZJl9CcnM66hddo; Khalid; spotify:artist:6LuN9FCkKOj5PcnpouEgny; 199240; 61; 13; spotify:track:42w7pX3r1TpLR0i55Ek5ND; 0.529; 0.314; 0; 1; -10.323; 0.0461; 0.354; 0.000436; 0.102; 0.288; 129.666; 3
Give Me a Try; Glitterbug (Deluxe Edition); 2015-04-14; spotify:album:0n5sLhq91buJwIW4j3Ji0I; The Wombats; spotify:artist:0Ya43ZKWHTKkAbkoJJkwIB; 228470; 46; 2; spotify:track:0gohFCf3LlExQw41BfajZg; 0.623; 0.922; 1; 1; -3.013; 0.0534; 0.000815; 0; 0.069; 0.681; 135.976; 4
Solar Therapy; Solar Therapy; 2017-08-04; spotify:album:1pSI1XjzAMxU8e6neW9NHY; Moontricks; spotify:artist:6o52orvClP7ba1qV4zMVlg; 211764; 42; 1; spotify:track:3snmLEQT797ilvLOnPa2M2; 0.64; 0.571; 7; 1; -5.405; 0.0455; 0.0395; 0.0356; 0.256; 0.294; 89.916; 4
Skyline; French Kiwi Juice; 2017-03-02; spotify:album:0jJ7mMkCkTe7p9EJgSRxgi; FKJ; spotify:artist:2FwDTncULUnmANIh7qKa5z; 249847; 60; 2; spotify:track:5kc6erfW0v4PtsBtRJpf0Z; 0.697; 0.433; 7; 0; -9.822; 0.052; 0.614; 0.042; 0.0901; 0.266; 148.087; 4
Chameleon; Chameleon; 2020-02-07; spotify:album:0qpikIeZLVT19tz2omwTD3; Mako; spotify:artist:0Ye4nfYAA91T1X56gnlXAA; 192901; 31; 1; spotify:track:4QHGxXZsJQCHSkSrGgWGAR; 0.398; 0.344; 9; 1; -7.784; 0.0344; 0.705; 0; 0.122; 0.113; 70.522; 3
Ukiyo; TheSoundYouNeed, Vol. 1; 2014-11-16; spotify:album:4UZ0792AClQ9vo3d74x9fY; Hermitude; spotify:artist:3fmMaLC5jjf2N4EC2kTx0u; 228343; 49; 16; spotify:track:3nKx86fcs8MYMydill0Sya; 0.605; 0.584; 0; 0; -8.083; 0.0667; 0.268; 0.606; 0.351; 0.58; 180.065; 4
Dopamine; Dance Moves; 2018-03-27; spotify:album:5478vb7E5nJWOXs9JcAxRt; Franc Moody; spotify:artist:10GT4yz8c6xjjnPGtGPI1l; 243945; 60; 7; spotify:track:4sFyLyuJOUVMDcaSg1oHEa; 0.818; 0.562; 10; 0; -7.779; 0.0356; 0.0987; 0.813; 0.355; 0.57; 125.03; 4
Chateau; Songs For Australia; 2020-03-13; spotify:album:4wOf91JFP2awvqtIWXoW0c; Petit Biscuit; spotify:artist:6gK1Uct5FEdaUWRWpU4Cl2; 183600; 55; 11; spotify:track:1bUr0x9puG0YSNrfq8jTzd; 0.753; 0.448; 2; 1; -10.833; 0.0299; 0.614; 0.655; 0.121; 0.587; 130.043; 4
Oh Devil - Radio Version; Oh Devil (Radio Version); 2017-06-16; spotify:album:2ophfPYNFYZeRoeh5rcElv; Electric Guest; spotify:artist:7sgWBYtJpblXpJl2lU5WVs; 217386; 55; 1; spotify:track:6KwSdmAba8BxoxVXPw70LO; 0.899; 0.579; 7; 0; -5.424; 0.0719; 0.186; 0.00668; 0.217; 0.709; 96.989; 4
Out Of My System; This Is Not An Album; 2018-01-05; spotify:album:6RxUo05RvVNA06y5BVGoth; Youngr; spotify:artist:5TrkbV9x6OdTBlzWPJeBz5; 203114; 47; 2; spotify:track:1tmDa0FhMn8XSOpEJbVu25; 0.719; 0.721; 7; 0; -6.693; 0.243; 0.049; 0.00865; 0.0661; 0.893; 105.026; 4
Sweet Disposition - Bootleg; Sweet Disposition (Bootleg); 2017-06-16; spotify:album:6aSfppV7qyQLu1n1QTTAMW; The Temper Trap; spotify:artist:4W48hZAnAHVOC2c8WH8pcq; 294005; 46; 1; spotify:track:1WmXwlO2Q07qaA4PIqLULi; 0.609; 0.804; 9; 0; -6.098; 0.0364; 0.00127; 0.0025; 0.0822; 0.628; 123.983; 4
Need It; BUBBA; 2019-12-13; spotify:album:5FQ4sOGqRWUA5wO20AwPcO; KAYTRANADA; spotify:artist:6qgnBH6iDM91ipVXv28OMu; 137706; 60; 7; spotify:track:11NwaUSqSYmZrFWo2qO2Ng; 0.74; 0.78; 1; 0; -7.624; 0.209; 0.171; 0; 0.0794; 0.605; 114.98; 4
Space For Us; Space For Us; 2018-01-19; spotify:album:6pWFCWqeCzLyKEWqAE0JRd; Wingtip; spotify:artist:1Eie0tY91rpi7Y0jtIOXzI; 240186; 17; 1; spotify:track:4t7boF15My6z05zAv0F339; 0.693; 0.74; 11; 1; -6.68; 0.0851; 0.0224; 0; 0.349; 0.738; 101.028; 4
Ooh Lordy; This Is Not An Album; 2018-01-05; spotify:album:6RxUo05RvVNA06y5BVGoth; Youngr; spotify:artist:5TrkbV9x6OdTBlzWPJeBz5; 169739; 36; 1; spotify:track:3tpB406UcLxAKAZMXMHlpY; 0.669; 0.825; 8; 0; -6.555; 0.0603; 0.116; 0.000495; 0.109; 0.625; 132.035; 4
morning groove; The Small Room Sessions; 2017-07-13; spotify:album:7q2toX28pVjzZi9IhFkou3; upper class; spotify:artist:2NtGuhjeGjxetrptLSQHV0; 229835; 40; 11; spotify:track:2ZQRfelYOFQ6i6A9rTx73j; 0.713; 0.469; 2; 1; -10.838; 0.193; 0.846; 0.932; 0.111; 0.116; 118.034; 4
Atlantic.wav; Atlantic.Wav; 2017-07-06; spotify:album:0gK6eKWvljapUj8UVL6ja5; upper class; spotify:artist:2NtGuhjeGjxetrptLSQHV0; 137764; 34; 1; spotify:track:4uMLF9aSH98vCSSI9mko29; 0.596; 0.667; 6; 0; -8.873; 0.502; 0.261; 0.0296; 0.135; 0.497; 142.005; 4
Breathe; Be Here Now; 2015-01-13; spotify:album:5B49eien4yde355ik3g4tO; ANIMA!; spotify:artist:3xbmS6qcRWTyILBoaqAPT4; 234142; 35; 1; spotify:track:14PlT32LqNoRbxk7oC4Qfh; 0.692; 0.618; 7; 0; -6.447; 0.062; 0.0527; 0.000208; 0.0572; 0.453; 167.967; 4
Lately; Metronomy Forever; 2019-09-13; spotify:album:7IzNAyOsxeWhKPyNNz1urS; Metronomy; spotify:artist:54QMjE4toDfiCryzYWCpXX; 194640; 56; 6; spotify:track:4h33lJL2YU05kEMaSkao47; 0.669; 0.674; 8; 1; -7.891; 0.0603; 0.0455; 0.146; 0.112; 0.313; 160.023; 4
Roads; Roads; 2018-02-09; spotify:album:3ltAYQxLWZzfUmMPKMZeMr; Vargas & Lagola; spotify:artist:2fVW2ix4ANKiofDZIsy1XR; 234680; 64; 1; spotify:track:7HdHOGbA7uyepn1jbPKqOx; 0.527; 0.806; 2; 0; -5.639; 0.0323; 0.000598; 0; 0.358; 0.534; 131.882; 4
Parable; Parable; 2020-05-08; spotify:album:1fdahaX8sFAtIXPaeCyu7Q; Mako; spotify:artist:0Ye4nfYAA91T1X56gnlXAA; 209363; 41; 1; spotify:track:6oA1XZvxwaGJesHs0Vwilb; 0.716; 0.676; 3; 0; -7.695; 0.049; 0.4; 1.28e-05; 0.098; 0.731; 106.015; 1
